""	"Mittlere jährliche Arbeitslosenquote"	"Monatliche Anzahl Arbeitslose (rechte Skala)"
"2013-01"	0.074211	299
"2013-02"	0.074211	277
"2013-03"	0.074211	245
"2013-04"	0.074211	222
"2013-05"	0.074211	192
"2013-06"	0.074211	167
"2013-07"	0.074211	146
"2013-08"	0.074211	140
"2013-09"	0.074211	154
"2013-10"	0.074211	166
"2013-11"	0.074211	192
"2013-12"	0.074211	259
"2014-01"	0.074422	268
"2014-02"	0.074422	245
"2014-03"	0.074422	236
"2014-04"	0.074422	206
"2014-05"	0.074422	172
"2014-06"	0.074422	145
"2014-07"	0.074422	147
"2014-08"	0.074422	145
"2014-09"	0.074422	163
"2014-10"	0.074422	181
"2014-11"	0.074422	233
"2014-12"	0.074422	325
"2015-01"	0.091021	329
"2015-02"	0.091021	312
"2015-03"	0.091021	305
"2015-04"	0.091021	268
"2015-05"	0.091021	236
"2015-06"	0.091021	207
"2015-07"	0.091021	185
"2015-08"	0.091021	177
"2015-09"	0.091021	188
"2015-10"	0.091021	213
"2015-11"	0.091021	271
"2015-12"	0.091021	325
"2016-01"	0.102248	355
"2016-02"	0.102248	354
"2016-03"	0.102248	327
"2016-04"	0.102248	308
"2016-05"	0.102248	294
"2016-06"	0.102248	268
"2016-07"	0.102248	240
"2016-08"	0.102248	218
"2016-09"	0.102248	219
"2016-10"	0.102248	220
"2016-11"	0.102248	262
"2016-12"	0.102248	323
"2017-01"	0.087520	340
"2017-02"	0.087520	304
"2017-03"	0.087520	283
"2017-04"	0.087520	254
"2017-05"	0.087520	230
"2017-06"	0.087520	203
"2017-07"	0.087520	177
"2017-08"	0.087520	194
"2017-09"	0.087520	172
"2017-10"	0.087520	195
"2017-11"	0.087520	238
"2017-12"	0.087520	310
"2018-01"	0.089421	329
"2018-02"	0.089421	310
"2018-03"	0.089421	298
"2018-04"	0.089421	263
"2018-05"	0.089421	221
"2018-06"	0.089421	194
"2018-07"	0.089421	186
"2018-08"	0.089421	183
"2018-09"	0.089421	184
"2018-10"	0.089421	204
"2018-11"	0.089421	257
"2018-12"	0.089421	334
"2019-01"	0.086766	354
"2019-02"	0.086766	327
"2019-03"	0.086766	292
"2019-04"	0.086766	263
"2019-05"	0.086766	241
"2019-06"	0.086766	203
"2019-07"	0.086766	171
"2019-08"	0.086766	172
"2019-09"	0.086766	165
"2019-10"	0.086766	174
"2019-11"	0.086766	230
"2019-12"	0.086766	283
"2020-01"	0.100105	299
"2020-02"	0.100105	278
"2020-03"	0.100105	271
"2020-04"	0.100105	283
"2020-05"	0.100105	282
"2020-06"	0.100105	268
"2020-07"	0.100105	263
"2020-08"	0.100105	257
"2020-09"	0.100105	240
"2020-10"	0.100105	249
"2020-11"	0.100105	269
"2020-12"	0.100105	358
"2021-01"	0.109129	381
"2021-02"	0.109129	373
"2021-03"	0.109129	361
"2021-04"	0.109129	330
"2021-05"	0.109129	293
"2021-06"	0.109129	284
"2021-07"	0.109129	273
"2021-08"	0.109129	263
"2021-09"	0.109129	246
"2021-10"	0.109129	236
"2021-11"	0.109129	263
"2021-12"	0.109129	313
"2022-01"	0.087611	324
"2022-02"	0.087611	312
"2022-03"	0.087611	282
"2022-04"	0.087611	267
"2022-05"	0.087611	243
"2022-06"	0.087611	227
"2022-07"	0.087611	213
"2022-08"	0.087611	195
"2022-09"	0.087611	188
"2022-10"	0.087611	188
"2022-11"	0.087611	204
"2022-12"	0.087611	260

