"Jahr"	"Effektiv"	"Hohes Szenario"	"Mittleres Szenario"	"Tiefes Szenario"
"1985"	0.01064	""	""	""
"1986"	0.00768	""	""	""
"1987"	0.00700	""	""	""
"1988"	0.00522	""	""	""
"1989"	0.00303	""	""	""
"1990"	0.00172	""	""	""
"1991"	0.00198	""	""	""
"1992"	0.00230	""	""	""
"1993"	0.00242	""	""	""
"1994"	0.00328	""	""	""
"1995"	0.00533	""	""	""
"1996"	0.00775	""	""	""
"1997"	0.01204	""	""	""
"1998"	0.01519	""	""	""
"1999"	0.01542	""	""	""
"2000"	0.01308	""	""	""
"2001"	0.01408	""	""	""
"2002"	0.01328	""	""	""
"2003"	0.01362	""	""	""
"2004"	0.01439	""	""	""
"2005"	0.01520	""	""	""
"2006"	0.01406	""	""	""
"2007"	0.01402	""	""	""
"2008"	0.01236	""	""	""
"2009"	0.00924	""	""	""
"2010"	0.00744	""	""	""
"2011"	0.00496	""	""	""
"2012"	0.00473	""	""	""
"2013"	0.00341	""	""	""
"2014"	0.00230	""	""	""
"2015"	0.00337	""	""	""
"2016"	0.00417	""	""	""
"2017"	0.00500	""	""	""
"2018"	0.00711	""	""	""
"2019"	0.01011	""	""	""
"2020"	0.00960	""	""	""
"2021"	0.01095	""	""	""
"2022"	0.01165	""	""	""
"2023"	0.01064	""	""	""
"2024"	0.00833	""	""	""
"2025"	0.00922	""	""	""
"2026"	""	0.00759	0.00924	0.01066
"2027"	""	0.00735	0.00925	0.01094
"2028"	""	0.00711	0.00927	0.01123
"2029"	""	0.00687	0.00929	0.01152
"2030"	""	0.00663	0.00931	0.01180
"2031"	""	0.00639	0.00933	0.01209
"2032"	""	0.00615	0.00935	0.01238
"2033"	""	0.00591	0.00937	0.01266
"2034"	""	0.00567	0.00938	0.01295
"2035"	""	0.00543	0.00940	0.01324
"2036"	""	0.00519	0.00942	0.01352
"2037"	""	0.00495	0.00944	0.01381
"2038"	""	0.00471	0.00946	0.01410
"2039"	""	0.00447	0.00948	0.01438
"2040"	""	0.00423	0.00950	0.01467
"2041"	""	0.00399	0.00951	0.01496
"2042"	""	0.00375	0.00953	0.01524
"2043"	""	0.00351	0.00955	0.01553
"2044"	""	0.00327	0.00957	0.01582
"2045"	""	0.00303	0.00959	0.01610
"2046"	""	0.00279	0.00961	0.01639
"2047"	""	0.00255	0.00962	0.01668
"2048"	""	0.00231	0.00964	0.01696
"2049"	""	0.00207	0.00966	0.01725
"2050"	""	0.00183	0.00968	0.01753

