""	"Mittlere jährliche Arbeitslosenquote"	"Monatliche Anzahl Arbeitslose (rechte Skala)"
"2010-01"	0.269896	444
"2010-02"	0.269896	409
"2010-03"	0.269896	371
"2010-04"	0.269896	309
"2010-05"	0.269896	286
"2010-06"	0.269896	230
"2010-07"	0.269896	205
"2010-08"	0.269896	217
"2010-09"	0.269896	251
"2010-10"	0.269896	284
"2010-11"	0.269896	346
"2010-12"	0.269896	509
"2011-01"	0.197406	497
"2011-02"	0.197406	432
"2011-03"	0.197406	403
"2011-04"	0.197406	317
"2011-05"	0.197406	256
"2011-06"	0.197406	203
"2011-07"	0.197406	163
"2011-08"	0.197406	142
"2011-09"	0.197406	121
"2011-10"	0.197406	103
"2011-11"	0.197406	96
"2011-12"	0.197406	91
"2012-01"	0.051519	83
"2012-02"	0.051519	79
"2012-03"	0.051519	78
"2012-04"	0.051519	70
"2012-05"	0.051519	70
"2012-06"	0.051519	66
"2012-07"	0.051519	65
"2012-08"	0.051519	61
"2012-09"	0.051519	50
"2012-10"	0.051519	46
"2012-11"	0.051519	35
"2012-12"	0.051519	34
"2013-01"	0.027542	36
"2013-02"	0.027542	32
"2013-03"	0.027542	31
"2013-04"	0.027542	26
"2013-05"	0.027542	25
"2013-06"	0.027542	31
"2013-07"	0.027542	33
"2013-08"	0.027542	35
"2013-09"	0.027542	32
"2013-10"	0.027542	36
"2013-11"	0.027542	37
"2013-12"	0.027542	40
"2014-01"	0.023487	36
"2014-02"	0.023487	37
"2014-03"	0.023487	35
"2014-04"	0.023487	30
"2014-05"	0.023487	30
"2014-06"	0.023487	27
"2014-07"	0.023487	25
"2014-08"	0.023487	23
"2014-09"	0.023487	19
"2014-10"	0.023487	19
"2014-11"	0.023487	26
"2014-12"	0.023487	29
"2015-01"	0.024955	32
"2015-02"	0.024955	33
"2015-03"	0.024955	37
"2015-04"	0.024955	28
"2015-05"	0.024955	27
"2015-06"	0.024955	32
"2015-07"	0.024955	25
"2015-08"	0.024955	27
"2015-09"	0.024955	28
"2015-10"	0.024955	29
"2015-11"	0.024955	28
"2015-12"	0.024955	31
"2016-01"	0.020831	33
"2016-02"	0.020831	34
"2016-03"	0.020831	30
"2016-04"	0.020831	29
"2016-05"	0.020831	22
"2016-06"	0.020831	16
"2016-07"	0.020831	14
"2016-08"	0.020831	16
"2016-09"	0.020831	17
"2016-10"	0.020831	25
"2016-11"	0.020831	29
"2016-12"	0.020831	33
"2017-01"	0.030687	47
"2017-02"	0.030687	40
"2017-03"	0.030687	41
"2017-04"	0.030687	34
"2017-05"	0.030687	32
"2017-06"	0.030687	30
"2017-07"	0.030687	27
"2017-08"	0.030687	25
"2017-09"	0.030687	29
"2017-10"	0.030687	35
"2017-11"	0.030687	38
"2017-12"	0.030687	61
"2018-01"	0.028590	60
"2018-02"	0.028590	57
"2018-03"	0.028590	45
"2018-04"	0.028590	34
"2018-05"	0.028590	29
"2018-06"	0.028590	27
"2018-07"	0.028590	22
"2018-08"	0.028590	21
"2018-09"	0.028590	20
"2018-10"	0.028590	23
"2018-11"	0.028590	29
"2018-12"	0.028590	42
"2019-01"	0.025585	44
"2019-02"	0.025585	42
"2019-03"	0.025585	40
"2019-04"	0.025585	36
"2019-05"	0.025585	41
"2019-06"	0.025585	28
"2019-07"	0.025585	24
"2019-08"	0.025585	19
"2019-09"	0.025585	18
"2019-10"	0.025585	24
"2019-11"	0.025585	23
"2019-12"	0.025585	27

