Publikationsjahr	Indikator_Nr	jahr_num	jahr_char	Wert	Indikator_Label	Indikator_Name	Wohnviertel_id	Wohnviertel	Rang
2020	1	2019	2019	0.0121473354	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	1	Altstadt Grossbasel	1
2020	1	2019	2019	0.0312811317	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	2	Vorstädte	5
2020	1	2019	2019	0.0329088953	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	3	Am Ring	7
2020	1	2019	2019	0.0541380075	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	4	Breite	12
2020	1	2019	2019	0.0395946062	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	5	St. Alban	9
2020	1	2019	2019	0.0683296024	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	6	Gundeldingen	14
2020	1	2019	2019	0.0191468993	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	7	Bruderholz	2
2020	1	2019	2019	0.0254082156	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	8	Bachletten	4
2020	1	2019	2019	0.044447641	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	9	Gotthelf	10
2020	1	2019	2019	0.0913558319	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	10	Iselin	18
2020	1	2019	2019	0.0866933305	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	11	St. Johann	15
2020	1	2019	2019	0.0672478207	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	12	Altstadt Kleinbasel	13
2020	1	2019	2019	0.0876376989	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	13	Clara	16
2020	1	2019	2019	0.0322171946	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	14	Wettstein	6
2020	1	2019	2019	0.0476190476	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	15	Hirzbrunnen	11
2020	1	2019	2019	0.0891010342	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	16	Rosental	17
2020	1	2019	2019	0.1097258486	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	17	Matthäus	19
2020	1	2019	2019	0.1358297637	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	18	Klybeck	21
2020	1	2019	2019	0.1143674053	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	19	Kleinhüningen	20
2020	1	2019	2019	0.0344634613	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	20	Riehen	8
2020	1	2019	2019	0.0194915254	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	30	Bettingen	3
2020	2	2019	2019	0.2821316614	Anteil&nbsp;Ausländer	Auslaenderanteil	1	Altstadt Grossbasel	6
2020	2	2019	2019	0.3851364814	Anteil&nbsp;Ausländer	Auslaenderanteil	2	Vorstädte	14
2020	2	2019	2019	0.3734756098	Anteil&nbsp;Ausländer	Auslaenderanteil	3	Am Ring	11
2020	2	2019	2019	0.3437985356	Anteil&nbsp;Ausländer	Auslaenderanteil	4	Breite	9
2020	2	2019	2019	0.349566263	Anteil&nbsp;Ausländer	Auslaenderanteil	5	St. Alban	10
2020	2	2019	2019	0.3970792026	Anteil&nbsp;Ausländer	Auslaenderanteil	6	Gundeldingen	15
2020	2	2019	2019	0.250930752	Anteil&nbsp;Ausländer	Auslaenderanteil	7	Bruderholz	2
2020	2	2019	2019	0.2240609211	Anteil&nbsp;Ausländer	Auslaenderanteil	8	Bachletten	1
2020	2	2019	2019	0.2859608746	Anteil&nbsp;Ausländer	Auslaenderanteil	9	Gotthelf	7
2020	2	2019	2019	0.3785671995	Anteil&nbsp;Ausländer	Auslaenderanteil	10	Iselin	12
2020	2	2019	2019	0.4328721219	Anteil&nbsp;Ausländer	Auslaenderanteil	11	St. Johann	16
2020	2	2019	2019	0.3835616438	Anteil&nbsp;Ausländer	Auslaenderanteil	12	Altstadt Kleinbasel	13
2020	2	2019	2019	0.4695226438	Anteil&nbsp;Ausländer	Auslaenderanteil	13	Clara	17
2020	2	2019	2019	0.3216289593	Anteil&nbsp;Ausländer	Auslaenderanteil	14	Wettstein	8
2020	2	2019	2019	0.2522522523	Anteil&nbsp;Ausländer	Auslaenderanteil	15	Hirzbrunnen	3
2020	2	2019	2019	0.5591355078	Anteil&nbsp;Ausländer	Auslaenderanteil	16	Rosental	21
2020	2	2019	2019	0.5026109661	Anteil&nbsp;Ausländer	Auslaenderanteil	17	Matthäus	19
2020	2	2019	2019	0.5185850491	Anteil&nbsp;Ausländer	Auslaenderanteil	18	Klybeck	20
2020	2	2019	2019	0.4699785561	Anteil&nbsp;Ausländer	Auslaenderanteil	19	Kleinhüningen	18
2020	2	2019	2019	0.2711374341	Anteil&nbsp;Ausländer	Auslaenderanteil	20	Riehen	5
2020	2	2019	2019	0.2525423729	Anteil&nbsp;Ausländer	Auslaenderanteil	30	Bettingen	4
2020	4	2019	2019	0.2974408498	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	1	Altstadt Grossbasel	19
2020	4	2019	2019	0.3347280335	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	2	Vorstädte	20
2020	4	2019	2019	0.2779129758	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	3	Am Ring	15
2020	4	2019	2019	0.2818738657	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	4	Breite	16
2020	4	2019	2019	0.2374254429	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	5	St. Alban	9
2020	4	2019	2019	0.2832781187	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	6	Gundeldingen	17
2020	4	2019	2019	0.1503190224	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	7	Bruderholz	2
2020	4	2019	2019	0.2109623493	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	8	Bachletten	6
2020	4	2019	2019	0.2886567603	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	9	Gotthelf	18
2020	4	2019	2019	0.27072021	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	10	Iselin	12
2020	4	2019	2019	0.2387484412	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	11	St. Johann	10
2020	4	2019	2019	0.3457943925	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	12	Altstadt Kleinbasel	21
2020	4	2019	2019	0.2765625	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	13	Clara	14
2020	4	2019	2019	0.276009678	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	14	Wettstein	13
2020	4	2019	2019	0.1854786195	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	15	Hirzbrunnen	4
2020	4	2019	2019	0.2222524483	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	16	Rosental	7
2020	4	2019	2019	0.2633456749	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	17	Matthäus	11
2020	4	2019	2019	0.2287241525	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	18	Klybeck	8
2020	4	2019	2019	0.1970479705	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	19	Kleinhüningen	5
2020	4	2019	2019	0.1654124663	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	20	Riehen	3
2020	4	2019	2019	0.1364468864	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	30	Bettingen	1
2020	5	2019	2019	0.4117647059	Gymnasialquote	Gymnasialquote	1	Altstadt Grossbasel	12
2020	5	2019	2019	0.4583333333	Gymnasialquote	Gymnasialquote	2	Vorstädte	13
2020	5	2019	2019	0.5454545455	Gymnasialquote	Gymnasialquote	3	Am Ring	18
2020	5	2019	2019	0.2641509434	Gymnasialquote	Gymnasialquote	4	Breite	5
2020	5	2019	2019	0.4841269841	Gymnasialquote	Gymnasialquote	5	St. Alban	14
2020	5	2019	2019	0.2950819672	Gymnasialquote	Gymnasialquote	6	Gundeldingen	8
2020	5	2019	2019	0.6585365854	Gymnasialquote	Gymnasialquote	7	Bruderholz	21
2020	5	2019	2019	0.595	Gymnasialquote	Gymnasialquote	8	Bachletten	20
2020	5	2019	2019	0.4909090909	Gymnasialquote	Gymnasialquote	9	Gotthelf	15
2020	5	2019	2019	0.3361702128	Gymnasialquote	Gymnasialquote	10	Iselin	10
2020	5	2019	2019	0.3703703704	Gymnasialquote	Gymnasialquote	11	St. Johann	11
2020	5	2019	2019	0.2173913043	Gymnasialquote	Gymnasialquote	12	Altstadt Kleinbasel	4
2020	5	2019	2019	0.2708333333	Gymnasialquote	Gymnasialquote	13	Clara	6
2020	5	2019	2019	0.5740740741	Gymnasialquote	Gymnasialquote	14	Wettstein	19
2020	5	2019	2019	0.32	Gymnasialquote	Gymnasialquote	15	Hirzbrunnen	9
2020	5	2019	2019	0.1923076923	Gymnasialquote	Gymnasialquote	16	Rosental	3
2020	5	2019	2019	0.2880434783	Gymnasialquote	Gymnasialquote	17	Matthäus	7
2020	5	2019	2019	0.157480315	Gymnasialquote	Gymnasialquote	18	Klybeck	1
2020	5	2019	2019	0.1632653061	Gymnasialquote	Gymnasialquote	19	Kleinhüningen	2
2020	5	2019	2019	0.5315533981	Gymnasialquote	Gymnasialquote	20	Riehen	17
2020	5	2019	2019	0.5238095238	Gymnasialquote	Gymnasialquote	30	Bettingen	16
2020	6	2019	2019	0.2968838527	Altersquotient	Altersquotient	1	Altstadt Grossbasel	8
2020	6	2019	2019	0.3668295663	Altersquotient	Altersquotient	2	Vorstädte	16
2020	6	2019	2019	0.3281751011	Altersquotient	Altersquotient	3	Am Ring	11
2020	6	2019	2019	0.3313284069	Altersquotient	Altersquotient	4	Breite	12
2020	6	2019	2019	0.437537358	Altersquotient	Altersquotient	5	St. Alban	20
2020	6	2019	2019	0.2246420956	Altersquotient	Altersquotient	6	Gundeldingen	4
2020	6	2019	2019	0.4165056049	Altersquotient	Altersquotient	7	Bruderholz	17
2020	6	2019	2019	0.359462079	Altersquotient	Altersquotient	8	Bachletten	15
2020	6	2019	2019	0.3421354765	Altersquotient	Altersquotient	9	Gotthelf	14
2020	6	2019	2019	0.2480121505	Altersquotient	Altersquotient	10	Iselin	6
2020	6	2019	2019	0.2315104794	Altersquotient	Altersquotient	11	St. Johann	5
2020	6	2019	2019	0.2820512821	Altersquotient	Altersquotient	12	Altstadt Kleinbasel	7
2020	6	2019	2019	0.3398717465	Altersquotient	Altersquotient	13	Clara	13
2020	6	2019	2019	0.2992620935	Altersquotient	Altersquotient	14	Wettstein	10
2020	6	2019	2019	0.4170001906	Altersquotient	Altersquotient	15	Hirzbrunnen	18
2020	6	2019	2019	0.1188209447	Altersquotient	Altersquotient	16	Rosental	1
2020	6	2019	2019	0.1888482633	Altersquotient	Altersquotient	17	Matthäus	2
2020	6	2019	2019	0.2135040264	Altersquotient	Altersquotient	18	Klybeck	3
2020	6	2019	2019	0.299248989	Altersquotient	Altersquotient	19	Kleinhüningen	9
2020	6	2019	2019	0.4781593288	Altersquotient	Altersquotient	20	Riehen	21
2020	6	2019	2019	0.4292168675	Altersquotient	Altersquotient	30	Bettingen	19
2020	7	2019	2019	0.3154706431	Anteil&nbsp;Sesshafte	Anteilsesshafte	1	Altstadt Grossbasel	6
2020	7	2019	2019	0.2823271568	Anteil&nbsp;Sesshafte	Anteilsesshafte	2	Vorstädte	2
2020	7	2019	2019	0.2989208633	Anteil&nbsp;Sesshafte	Anteilsesshafte	3	Am Ring	4
2020	7	2019	2019	0.3392500555	Anteil&nbsp;Sesshafte	Anteilsesshafte	4	Breite	12
2020	7	2019	2019	0.3245727046	Anteil&nbsp;Sesshafte	Anteilsesshafte	5	St. Alban	10
2020	7	2019	2019	0.3170770707	Anteil&nbsp;Sesshafte	Anteilsesshafte	6	Gundeldingen	7
2020	7	2019	2019	0.4283586852	Anteil&nbsp;Sesshafte	Anteilsesshafte	7	Bruderholz	21
2020	7	2019	2019	0.4121695834	Anteil&nbsp;Sesshafte	Anteilsesshafte	8	Bachletten	18
2020	7	2019	2019	0.3652186421	Anteil&nbsp;Sesshafte	Anteilsesshafte	9	Gotthelf	15
