""	"Mittlere jährliche Arbeitslosenquote"	"Monatliche Anzahl Arbeitslose (rechte Skala)"
"2016-01"	0.085974	21
"2016-02"	0.085974	27
"2016-03"	0.085974	26
"2016-04"	0.085974	25
"2016-05"	0.085974	25
"2016-06"	0.085974	25
"2016-07"	0.085974	25
"2016-08"	0.085974	22
"2016-09"	0.085974	22
"2016-10"	0.085974	24
"2016-11"	0.085974	23
"2016-12"	0.085974	19
"2017-01"	0.081433	20
"2017-02"	0.081433	22
"2017-03"	0.081433	25
"2017-04"	0.081433	25
"2017-05"	0.081433	26
"2017-06"	0.081433	26
"2017-07"	0.081433	24
"2017-08"	0.081433	22
"2017-09"	0.081433	20
"2017-10"	0.081433	20
"2017-11"	0.081433	21
"2017-12"	0.081433	18
"2018-01"	0.081433	22
"2018-02"	0.081433	22
"2018-03"	0.081433	21
"2018-04"	0.081433	23
"2018-05"	0.081433	23
"2018-06"	0.081433	18
"2018-07"	0.081433	25
"2018-08"	0.081433	24
"2018-09"	0.081433	23
"2018-10"	0.081433	22
"2018-11"	0.081433	24
"2018-12"	0.081433	22
"2019-01"	0.056307	19
"2019-02"	0.056307	16
"2019-03"	0.056307	18
"2019-04"	0.056307	16
"2019-05"	0.056307	14
"2019-06"	0.056307	11
"2019-07"	0.056307	14
"2019-08"	0.056307	13
"2019-09"	0.056307	16
"2019-10"	0.056307	17
"2019-11"	0.056307	16
"2019-12"	0.056307	16
"2020-01"	0.068416	15
"2020-02"	0.068416	13
"2020-03"	0.068416	19
"2020-04"	0.068416	20
"2020-05"	0.068416	20
"2020-06"	0.068416	19
"2020-07"	0.068416	21
"2020-08"	0.068416	18
"2020-09"	0.068416	19
"2020-10"	0.068416	17
"2020-11"	0.068416	21
"2020-12"	0.068416	24
"2021-01"	0.096872	29
"2021-02"	0.096872	28
"2021-03"	0.096872	23
"2021-04"	0.096872	24
"2021-05"	0.096872	26
"2021-06"	0.096872	21
"2021-07"	0.096872	25
"2021-08"	0.096872	30
"2021-09"	0.096872	30
"2021-10"	0.096872	29
"2021-11"	0.096872	29
"2021-12"	0.096872	26
"2022-01"	0.095661	23
"2022-02"	0.095661	27
"2022-03"	0.095661	29
"2022-04"	0.095661	29
"2022-05"	0.095661	27
"2022-06"	0.095661	24
"2022-07"	0.095661	30
"2022-08"	0.095661	26
"2022-09"	0.095661	27
"2022-10"	0.095661	25
"2022-11"	0.095661	24
"2022-12"	0.095661	25
"2023-01"	0.099900	22
"2023-02"	0.099900	26
"2023-03"	0.099900	22
"2023-04"	0.099900	25
"2023-05"	0.099900	21
"2023-06"	0.099900	24
"2023-07"	0.099900	26
"2023-08"	0.099900	30
"2023-09"	0.099900	36
"2023-10"	0.099900	33
"2023-11"	0.099900	31
"2023-12"	0.099900	34
"2024-01"	0.087185	33
"2024-02"	0.087185	24
"2024-03"	0.087185	24
"2024-04"	0.087185	25
"2024-05"	0.087185	23
"2024-06"	0.087185	24
"2024-07"	0.087185	20
"2024-08"	0.087185	28
"2024-09"	0.087185	21
"2024-10"	0.087185	20
"2024-11"	0.087185	23
"2024-12"	0.087185	23
"2025-01"	0.114128	24
"2025-02"	0.114128	28
"2025-03"	0.114128	23
"2025-04"	0.114128	26
"2025-05"	0.114128	30
"2025-06"	0.114128	32
"2025-07"	0.114128	33
"2025-08"	0.114128	31
"2025-09"	0.114128	33
"2025-10"	0.114128	34
"2025-11"	0.114128	42
"2025-12"	0.114128	41

